name,bransje,kommune,fylke,source_category,companyid,source_url,reporting_year,co2_total_t,co2_fossil_t,co2_biogenic_t,biogenic_share_pct,biogenic_method,n2o_t,co2_eq_t,ets_allocated,ets_verified,ets_year,ets_flag,electricity_mwh,lat,lon,cluster,port_access,suitability_score,narrative,data_source
"Halliburton, Norseabase Dusavik",Andre tjenester tilknyttet utvinning av råolje og naturgass,Stavanger,Rogaland,gas_processing,,,2023,,,,0,estimated,,,,,,,,58.97,5.733,None,True,2.8,"Halliburton, Norseabase Dusavik is a gas processing terminal in Stavanger, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
"Halliburton, Vestbase Kristiansund",Boretjenester tilknyttet utvinning av råolje og naturgass,Kristiansund,Møre og Romsdal,gas_processing,,,2023,,,,0,estimated,,,,,,,,63.11,7.726,None,True,2.8,"Halliburton, Vestbase Kristiansund is a gas processing terminal in Kristiansund, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
Hoesch Scandinavia tidl. Hoesch ScanAlloys,Produksjon av halvfabrikater av aluminium,Tinn,Telemark,aluminium,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Hoesch Scandinavia tidl. Hoesch ScanAlloys is an aluminium smelter in Tinn, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
Hole kalkverk,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Vestre Toten,Innlandet,cement,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Hole kalkverk is a cement/lime plant in Vestre Toten, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Hydro Vigelands Brug,Produksjon av aluminium,Vennesla,Agder,aluminium,,,2023,,,,0,estimated,,,,,,,,58.277,7.955,None,True,2.8,"Hydro Vigelands Brug is an aluminium smelter in Vennesla, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
Klåstad steinbrudd,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Klåstad steinbrudd is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Krukåsen steinbrudd,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Krukåsen steinbrudd is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Kymera International (tidl. Fiven Norge) avd. Lillesand,Produksjon av andre uorganiske kjemiske råvarer,Lillesand,Agder,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,58.251,8.383,None,True,2.8,"Kymera International (tidl. Fiven Norge) avd. Lillesand is an inorganic chemicals facility in Lillesand, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
Leca Rælingen,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Rælingen,Akershus,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Leca Rælingen is an industrial facility in Rælingen, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Lierskogen Asfaltfabrikk,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Lier,Buskerud,other,,,2023,,,,0,estimated,,,,,,,,59.788,10.241,None,True,2.8,"Lierskogen Asfaltfabrikk is an industrial facility in Lier, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Løgavlen  Dolomittbrudd,"Bryting av kalkstein, gips og kritt",Fauske,Nordland,cement,,,2023,,,,0,estimated,,,,,,,,67.257,15.394,None,True,2.8,"Løgavlen  Dolomittbrudd is a cement/lime plant in Fauske, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Malerød steinbrudd,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Malerød steinbrudd is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Metallco Aluminium AS,Produksjon av aluminium,Vestre Toten,Innlandet,aluminium,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Metallco Aluminium AS is an aluminium smelter in Vestre Toten, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
"M-I Norge, Aker Vestbase Kristiansund",Andre tjenester tilknyttet utvinning av råolje og naturgass,Kristiansund,Møre og Romsdal,gas_processing,,,2023,,,,0,estimated,,,,,,,,63.11,7.726,None,True,2.8,"M-I Norge, Aker Vestbase Kristiansund is a gas processing terminal in Kristiansund, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
"M-I Norge, Fjordbase Florø",Andre tjenester tilknyttet utvinning av råolje og naturgass,Kinn,Vestland,gas_processing,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"M-I Norge, Fjordbase Florø is a gas processing terminal in Kinn, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
NCC ASFALT Region Øst,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Holmestrand,Vestfold,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"NCC ASFALT Region Øst is an industrial facility in Holmestrand, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
NCC Industry AS avd asfalt Sandvika,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Bærum,Akershus,other,,,2023,,,,0,estimated,,,,,,,,59.893,10.527,None,True,2.8,"NCC Industry AS avd asfalt Sandvika is an industrial facility in Bærum, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"NCC Industry, Breidvik asfaltfabrikk",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Gulen,Vestland,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"NCC Industry, Breidvik asfaltfabrikk is an industrial facility in Gulen, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"NCC Roads AS, Region Sør, Sokndal",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Sokndal,Rogaland,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"NCC Roads AS, Region Sør, Sokndal is an industrial facility in Sokndal, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"NCC Roads AS, Region Vest, Etne",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Etne,Vestland,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"NCC Roads AS, Region Vest, Etne is an industrial facility in Etne, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
NORWEGIAN HOLDING AS,"Bryting av kalkstein, gips og kritt",Bergen,Vestland,cement,,,2023,,,,0,estimated,,,,,,,,60.391,5.322,None,True,2.8,"NORWEGIAN HOLDING AS is a cement/lime plant in Bergen, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
NOURYON NOBEL PULP AND PERFORMANCE CHEMICALS NORWAY,Produksjon av andre uorganiske kjemiske råvarer,Tinn,Telemark,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"NOURYON NOBEL PULP AND PERFORMANCE CHEMICALS NORWAY is an inorganic chemicals facility in Tinn, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
Naas Kalksteinbrudd AS,"Bryting av kalkstein, gips og kritt",Hustadvika,Møre og Romsdal,cement,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Naas Kalksteinbrudd AS is a cement/lime plant in Hustadvika, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Omya Hustadmarmor avd. Elnesvågen,Produksjon av andre uorganiske kjemiske råvarer,Hustadvika,Møre og Romsdal,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Omya Hustadmarmor avd. Elnesvågen is an inorganic chemicals facility in Hustadvika, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
"Peab Asfalt Norge AS, avd. Elverum",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Elverum,Innlandet,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Peab Asfalt Norge AS, avd. Elverum is an industrial facility in Elverum, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Quartz Corp avd. Drag,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Hamarøy – Hábmer,Nordland,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Quartz Corp avd. Drag is an industrial facility in Hamarøy – Hábmer, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Raufoss Aluminium AS,Produksjon av aluminium,Vestre Toten,Innlandet,aluminium,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Raufoss Aluminium AS is an aluminium smelter in Vestre Toten, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
Ravneberget Asfaltverk,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Risør,Agder,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Ravneberget Asfaltverk is an industrial facility in Risør, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Rockwool Trondheim,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Trondheim,Trøndelag,other,,,2023,,,,0,estimated,,,,,,,,63.43,10.395,None,True,2.8,"Rockwool Trondheim is an industrial facility in Trondheim, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Saga Pearl steinbrudd,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Saga Pearl steinbrudd is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
"Schlumberger Norge AS, MI Swaco, Tananger Base",Andre tjenester tilknyttet utvinning av råolje og naturgass,Sola,Rogaland,gas_processing,,,2023,,,,0,estimated,,,,,,,,58.884,5.637,None,True,2.8,"Schlumberger Norge AS, MI Swaco, Tananger Base is a gas processing terminal in Sola, emitting ~scale unknown CO₂. CO₂ is fossil; existing pipeline and marine infrastructure plus large power supply create high logistics value. Port access available.",no_data
Seljeli dolomittbrudd,Produksjon av kalk og gips,Vefsn,Nordland,cement,,,2023,,,,0,estimated,,,,,,,,65.846,13.197,None,True,2.8,"Seljeli dolomittbrudd is a cement/lime plant in Vefsn, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
"Sibelco Nordic AS, avd Åheim",Bryting og utvinning av kjemiske mineraler og gjødselmineraler,Vanylven,Møre og Romsdal,ammonia,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Sibelco Nordic AS, avd Åheim is an ammonia/fertiliser plant in Vanylven, emitting ~scale unknown CO₂ (fossil CO₂). CO₂ from SMR is fossil; however scale and green H₂ substitution potential are relevant to NELF's supply chain. Port access available.",no_data
Sibelco Nordic avd. Bryggja (tidl. North Cape Minerals),Bryting og utvinning av kjemiske mineraler og gjødselmineraler,Kinn,Vestland,ammonia,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Sibelco Nordic avd. Bryggja (tidl. North Cape Minerals) is an ammonia/fertiliser plant in Kinn, emitting ~scale unknown CO₂ (fossil CO₂). CO₂ from SMR is fossil; however scale and green H₂ substitution potential are relevant to NELF's supply chain. Port access available.",no_data
Sjøla asfaltverk,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Trondheim,Trøndelag,other,,,2023,,,,0,estimated,,,,,,,,63.43,10.395,None,True,2.8,"Sjøla asfaltverk is an industrial facility in Trondheim, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Skallist steinbrudd,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Skallist steinbrudd is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Skanska Asfalt AS avd. asfaltverk Mandal,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Lindesnes,Agder,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Skanska Asfalt AS avd. asfaltverk Mandal is an industrial facility in Lindesnes, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Speira Holmestrand,Produksjon av aluminium,Holmestrand,Vestfold,aluminium,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Speira Holmestrand is an aluminium smelter in Holmestrand, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
Speira Recycling Services Raudsand,Produksjon av aluminium,Molde,Møre og Romsdal,aluminium,,,2023,,,,0,estimated,,,,,,,,62.737,7.159,None,True,2.8,"Speira Recycling Services Raudsand is an aluminium smelter in Molde, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
Speira Recycling Services Rød,Produksjon av aluminium,Molde,Møre og Romsdal,aluminium,,,2023,,,,0,estimated,,,,,,,,62.737,7.159,None,True,2.8,"Speira Recycling Services Rød is an aluminium smelter in Molde, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Port access available.",no_data
Steinkjer asfaltverk på Lerkehaug,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Steinkjer,Trøndelag,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Steinkjer asfaltverk på Lerkehaug is an industrial facility in Steinkjer, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Stålaker steinbrudd,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Stålaker steinbrudd is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Svene Pukkverk,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Flesberg,Buskerud,cement,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Svene Pukkverk is a cement/lime plant in Flesberg, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Tvedalen Vest steinindustriområde,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Tvedalen Vest steinindustriområde is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Ullensaker Produksjon - asfaltverk - mottak og beh. returasfalt,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Ullensaker,Akershus,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Ullensaker Produksjon - asfaltverk - mottak og beh. returasfalt is an industrial facility in Ullensaker, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Ullensaker Produksjon - Hovinmoen Pukk og Grus,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Ullensaker,Akershus,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Ullensaker Produksjon - Hovinmoen Pukk og Grus is an industrial facility in Ullensaker, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Veidekke Industri AS - Førde asfaltfabrikk,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Sunnfjord,Vestland,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Veidekke Industri AS - Førde asfaltfabrikk is an industrial facility in Sunnfjord, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Veidekke industri AS - Olden asfaltfabrikk,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Stryn,Vestland,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Veidekke industri AS - Olden asfaltfabrikk is an industrial facility in Stryn, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"Veidekke Industri AS, Alta",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Alta,Finnmark,other,,,2023,,,,0,estimated,,,,,,,,69.968,23.272,None,True,2.8,"Veidekke Industri AS, Alta is an industrial facility in Alta, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"Veidekke Industri AS, Skarnes produksjon, asfaltverk",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Sør-Odal,Innlandet,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Veidekke Industri AS, Skarnes produksjon, asfaltverk is an industrial facility in Sør-Odal, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
"Veidekke Industri AS, Sør-Varanger",Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Sør-Varanger,Finnmark,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Veidekke Industri AS, Sør-Varanger is an industrial facility in Sør-Varanger, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Veidekke industri asfaltverk Aurdal Solhaug,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Nord-Aurdal,Innlandet,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Veidekke industri asfaltverk Aurdal Solhaug is an industrial facility in Nord-Aurdal, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Velde Produksjon AS - asfaltverk Lindesnes,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Lindesnes,Agder,other,,,2023,,,,0,estimated,,,,,,,,65.0,14.0,None,True,2.8,"Velde Produksjon AS - asfaltverk Lindesnes is an industrial facility in Lindesnes, emitting ~scale unknown CO₂ (fossil CO₂). Port access available.",no_data
Vevjeåsen Nord steinbrudd,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Vevjeåsen Nord steinbrudd is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
Wacker Chemicals Norway,Produksjon av andre uorganiske kjemiske råvarer,Heim,Trøndelag,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,63.43,10.395,None,True,2.8,"Wacker Chemicals Norway is an inorganic chemicals facility in Heim, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
"WAARDALS AS, Skålevik",Produksjon av andre uorganiske kjemiske råvarer,Bergen,Vestland,inorganic_chem,,,2023,,,,0,estimated,,,,,,,,60.391,5.322,None,True,2.8,"WAARDALS AS, Skålevik is an inorganic chemicals facility in Bergen, emitting ~scale unknown CO₂ (fossil CO₂). Chemical process CO₂ varies by product; existing industrial infrastructure and logistics assessed as port access available.",no_data
Aak steinbrudd,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Larvik,Vestfold,cement,,,2023,,,,0,estimated,,,,,,,,59.052,10.028,None,True,2.8,"Aak steinbrudd is a cement/lime plant in Larvik, emitting ~scale unknown CO₂ (fossil CO₂). Calcination CO₂ is inherently fossil; alternative fuel co-firing drives any biogenic fraction. Port access available.",no_data
ARBA ONE AS på MATRAND i EIDSKOG KOMMUNE,Produksjon av fast brensel av vegetabilsk biomasse,Eidskog,Innlandet,biorefinery,,,2023,,,,90,estimated,,,,,,,,60.053,12.157,None,False,2.6,"ARBA ONE AS på MATRAND i EIDSKOG KOMMUNE is a biorefinery/biofuel plant in Eidskog, emitting ~scale unknown CO₂ (90% biogenic (estimated)). Purpose-built for biomass conversion — highest-credibility biogenic CO₂ source category. Inland — logistics to be verified.",no_data
Grasmo As (tidl. Norsk Pellets Vestmarka AS),Produksjon av fast brensel av vegetabilsk biomasse,Eidskog,Innlandet,biorefinery,,,2023,,,,90,estimated,,,,,,,,60.053,12.157,None,False,2.6,"Grasmo As (tidl. Norsk Pellets Vestmarka AS) is a biorefinery/biofuel plant in Eidskog, emitting ~scale unknown CO₂ (90% biogenic (estimated)). Purpose-built for biomass conversion — highest-credibility biogenic CO₂ source category. Inland — logistics to be verified.",no_data
Moelven Pellets,Produksjon av fast brensel av vegetabilsk biomasse,Ringerike,Buskerud,biorefinery,,,2023,,,,90,estimated,,,,,,,,60.247,10.179,None,False,2.6,"Moelven Pellets is a biorefinery/biofuel plant in Ringerike, emitting ~scale unknown CO₂ (90% biogenic (estimated)). Purpose-built for biomass conversion — highest-credibility biogenic CO₂ source category. Inland — logistics to be verified.",no_data
"Follum Eiendom,  industriflisproduksjon",Produksjon av papir og papp,Ringerike,Buskerud,pulp_paper,,,2023,,,,80,estimated,,,,,,,,60.247,10.179,None,False,2.4,"Follum Eiendom,  industriflisproduksjon is a pulp/paper facility in Ringerike, emitting ~scale unknown CO₂ (80% biogenic (estimated)). High biogenic CO₂ share from biomass combustion; recovery boiler flue gas is concentrated and amenable to capture. Inland — logistics to be verified.",no_data
Huhtamaki Norway AS,Engroshandel med papir og papp,Ringerike,Buskerud,pulp_paper,,,2023,,,,80,estimated,,,,,,,,60.247,10.179,None,False,2.4,"Huhtamaki Norway AS is a pulp/paper facility in Ringerike, emitting ~scale unknown CO₂ (80% biogenic (estimated)). High biogenic CO₂ share from biomass combustion; recovery boiler flue gas is concentrated and amenable to capture. Inland — logistics to be verified.",no_data
"Norske Skogindustrier ASA, Follum Fabrikker",Produksjon av papir og papp,Ringerike,Buskerud,pulp_paper,,,2023,,,,80,estimated,,,,,,,,60.247,10.179,None,False,2.4,"Norske Skogindustrier ASA, Follum Fabrikker is a pulp/paper facility in Ringerike, emitting ~scale unknown CO₂ (80% biogenic (estimated)). High biogenic CO₂ share from biomass combustion; recovery boiler flue gas is concentrated and amenable to capture. Inland — logistics to be verified.",no_data
Skjærdalens Brug A.S,Produksjon av papir og papp,Ringerike,Buskerud,pulp_paper,,,2023,,,,80,estimated,,,,,,,,60.247,10.179,None,False,2.4,"Skjærdalens Brug A.S is a pulp/paper facility in Ringerike, emitting ~scale unknown CO₂ (80% biogenic (estimated)). High biogenic CO₂ share from biomass combustion; recovery boiler flue gas is concentrated and amenable to capture. Inland — logistics to be verified.",no_data
Smurfit Westrock Norge,"Produksjon av bølgepapp, papp og emballasje av papir og papp",Ringerike,Buskerud,pulp_paper,,,2023,,,,80,estimated,,,,,,,,60.247,10.179,None,False,2.4,"Smurfit Westrock Norge is a pulp/paper facility in Ringerike, emitting ~scale unknown CO₂ (80% biogenic (estimated)). High biogenic CO₂ share from biomass combustion; recovery boiler flue gas is concentrated and amenable to capture. Inland — logistics to be verified.",no_data
"Eidsiva Bioenergi AS, avdeling Gjøvik",Vannbåren og luftbåren varme- og kjøleforsyning,Gjøvik,Innlandet,district_heating,,,2023,,,,60,estimated,,,,,,,,60.795,10.692,None,False,2.1,"Eidsiva Bioenergi AS, avdeling Gjøvik operates district heating in Gjøvik, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Inland — logistics to be verified.",no_data
Follum forbrenningsanlegg,Vannbåren og luftbåren varme- og kjøleforsyning,Ringerike,Buskerud,district_heating,,,2023,,,,60,estimated,,,,,,,,60.247,10.179,None,False,2.1,"Follum forbrenningsanlegg operates district heating in Ringerike, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Inland — logistics to be verified.",no_data
Hønefoss Fjernvarme,Vannbåren og luftbåren varme- og kjøleforsyning,Ringerike,Buskerud,district_heating,,,2023,,,,60,estimated,,,,,,,,60.247,10.179,None,False,2.1,"Hønefoss Fjernvarme operates district heating in Ringerike, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Inland — logistics to be verified.",no_data
Thermokraft AS -  varmesentral -  biobrensel og returtrevirke RT-flis,Vannbåren og luftbåren varme- og kjøleforsyning,Notodden,Telemark,district_heating,,,2023,,,,60,estimated,,,,,,,,59.561,9.264,None,False,2.1,"Thermokraft AS -  varmesentral -  biobrensel og returtrevirke RT-flis operates district heating in Notodden, emitting ~scale unknown CO₂ (60% biogenic (estimated)). Norwegian DH plants increasingly use biomass, elevating biogenic share. Inland — logistics to be verified.",no_data
Asfaltfabrikken AS Amsrud,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,Gjøvik,Innlandet,other,,,2023,,,,0,estimated,,,,,,,,60.795,10.692,None,False,1.0,"Asfaltfabrikken AS Amsrud is an industrial facility in Gjøvik, emitting ~scale unknown CO₂ (fossil CO₂). Inland — logistics to be verified.",no_data
Becromal Norway AS,Produksjon av halvfabrikater av aluminium,Notodden,Telemark,aluminium,,,2023,,,,0,estimated,,,,,,,,59.561,9.264,None,False,1.0,"Becromal Norway AS is an aluminium smelter in Notodden, emitting ~scale unknown CO₂ (fossil CO₂). Process CO₂ is fossil (anode oxidation); enormous power draw creates shared grid infrastructure opportunity. Inland — logistics to be verified.",no_data
